1700,0.0070555,423842,0.437441,3.10818
1500,0.0070555,414908,0.437441,3.10818
1300,0.0070555,448521,0.437441,3.10818
1100,0.0070555,457005,0.437441,3.10818
1000,0.0070555,455830,0.437441,3.10818
900,0.0070555,456025,0.437441,3.10818
800,0.0070555,452916,0.437441,3.10818
700,0.0070555,450422,0.437441,3.10818
600,0.0070555,448521,0.437441,3.10818
500,0.0070555,427249,0.437441,3.10818
400,0.0070555,426050,0.437441,3.10818
300,0.0070555,418667,0.437441,3.10818
250,0.0070555,419162,0.437441,3.10818
200,0.0070555,422830,0.437441,3.10818
180,0.0070555,417844,0.437441,3.10818
160,0.0070555,421489,0.437441,3.10818
140,0.0070555,421823,0.437441,3.10818
120,0.0070555,440894,0.437441,3.10818
100,0.0070555,450612,0.437441,3.10818
90,0.0070555,446636,0.437441,3.10818
80,0.0070555,448900,0.437441,3.10818
70,0.0070555,446449,0.437441,3.10818
60,0.0070555,443469,0.437441,3.10818
55,0.0070555,443099,0.437441,3.10724
50,0.0070555,447954,0.4365,3.1016
45,0.0070555,444210,0.43556,3.09595
40,0.0070555,440346,0.433678,3.09125
35,0.0070555,450421,0.427093,3.0762
30,0.0070555,441626,0.422389,3.06209
25,0.0070555,444768,0.418627,3.04892
20,0.00696143,456417,0.411101,3.03293
15,0.00696143,461770,0.393227,3.01129
10,0.00696143,466635,0.373471,2.9793
