1700,0.937253,155.19,12838,1603.89
1500,0.936219,172.448,11604.8,1415.93
1300,0.935842,197.879,10332.2,1227.99
1100,0.935184,227.885,9013.99,1039.96
1000,0.934619,247.897,8338.02,946.038
900,0.933867,270.022,7649.35,852.133
800,0.933114,299.559,6940.55,758.369
700,0.932644,334.689,6212.66,664.462
600,0.930857,382.635,5470.81,570.907
500,0.928034,445.612,4699.94,477.072
400,0.924742,531.546,3906.09,383.219
300,0.920697,673.959,3077.16,289.416
250,0.917687,787.783,2648.34,242.735
200,0.913453,948.978,2207.66,196.302
180,0.910443,1037.66,2026.63,177.68
160,0.90668,1144.75,1840.24,158.898
140,0.901788,1273.28,1654.5,140.351
120,0.895297,1468.33,1465.04,121.833
100,0.887489,1700.36,1269.63,103.307
90,0.882221,1847.87,1170.06,94.0762
80,0.876295,2023.01,1072.23,84.9379
70,0.866605,2239.16,970.274,75.6811
60,0.855975,2494.82,867.861,66.5974
55,0.84939,2657.59,817.023,62.0913
50,0.83876,2856.37,763.129,57.3659
45,0.829352,3065.81,710.071,52.7733
40,0.815147,3341.56,654.785,48.0734
35,0.798402,3656.59,599.49,43.4196
30,0.775918,4056.48,542.11,38.6689
25,0.752399,4545.71,486.067,34.1251
20,0.71524,5251.77,426.326,29.3688
15,0.65842,6238.19,363.211,24.4055
10,0.56999,7914.76,292.383,19.096
