1700,0.00404515,476465,0.142051,2.88993
1500,0.00404515,479042,0.142051,2.88993
1300,0.00404515,519548,0.142051,2.88993
1100,0.00404515,518281,0.142051,2.88993
1000,0.00404515,511793,0.142051,2.88993
900,0.00404515,507638,0.142051,2.88993
800,0.00404515,508853,0.142051,2.88993
700,0.00404515,506670,0.142051,2.88993
600,0.00404515,511055,0.142051,2.88993
500,0.00404515,480775,0.142051,2.88993
400,0.00404515,477321,0.142051,2.88993
300,0.00404515,482960,0.142051,2.88993
250,0.00404515,473073,0.142051,2.88993
200,0.00404515,470768,0.142051,2.88993
180,0.00404515,478826,0.142051,2.88993
160,0.00404515,476465,0.142051,2.88993
140,0.00404515,475826,0.142051,2.88993
120,0.00404515,508367,0.142051,2.88993
100,0.00404515,511055,0.142051,2.88993
90,0.00404515,505947,0.142051,2.88993
80,0.00404515,503312,0.142051,2.88993
70,0.00404515,503550,0.142051,2.88993
60,0.00404515,504267,0.142051,2.88993
55,0.00404515,506912,0.142051,2.88993
50,0.00404515,506912,0.142051,2.88993
45,0.00404515,508124,0.142051,2.88993
40,0.00404515,507154,0.142051,2.88993
35,0.00404515,512040,0.142051,2.88993
30,0.00404515,500468,0.142051,2.88993
25,0.00404515,501886,0.142051,2.88993
20,0.00404515,505706,0.142051,2.88993
15,0.00404515,500940,0.14111,2.88617
10,0.00404515,507396,0.140169,2.88335
