1700,0.861807,365.958,4514.73,1591.6
1500,0.858797,405.606,4115.15,1405.17
1300,0.854846,462.53,3695.22,1218.6
1100,0.850424,531.288,3254.61,1032.62
1000,0.847979,576.134,3023.09,938.998
900,0.844686,628.737,2787.84,846.032
800,0.840359,691.675,2543.25,752.923
700,0.835843,775.938,2291.15,660.062
600,0.827847,880.439,2030.63,567.054
500,0.81938,1016.3,1757.84,474.412
400,0.807527,1223.9,1472.2,381.596
300,0.790406,1545.22,1171.07,289.5
250,0.778552,1780.4,1013.43,243.592
200,0.761431,2132.55,850.193,198.107
180,0.752682,2323.51,782.324,179.831
160,0.741675,2527.64,714.739,161.587
140,0.730292,2801.34,645.31,143.503
120,0.715052,3182.4,573.913,125.297
100,0.695767,3656.94,501.775,107.19
90,0.683256,3957.11,465.174,98.2041
80,0.67112,4309.82,426.308,88.8843
70,0.654846,4751.45,386.565,79.4826
60,0.63415,5270.02,346.452,70.2747
55,0.619192,5586.92,326.79,65.6369
50,0.606209,5930.37,306.889,61.0405
45,0.5873,6394.26,285.629,56.1722
40,0.572061,6953.26,264.36,51.3358
35,0.548824,7624.28,241.76,46.4036
30,0.523142,8387.51,219.706,41.5428
25,0.486924,9541.59,194.708,36.2371
20,0.445626,11047.4,169.397,30.8523
15,0.38683,13496.7,140.499,24.7855
10,0.311477,17702.5,110.363,18.5513
