1700,0.939229,128.582,15796.4,1603.97
1500,0.938758,141.492,14258.1,1416.03
1300,0.938194,163.133,12673.9,1228.03
1100,0.937724,188.619,11038.8,1040.06
1000,0.93763,205.357,10202.6,946.17
900,0.937347,223.607,9346.73,852.285
800,0.93603,248.816,8471.52,758.23
700,0.93509,278.877,7579.85,664.36
600,0.934901,319.228,6666.87,570.55
500,0.933584,371.553,5724.38,476.675
400,0.932079,443.501,4748.95,382.949
300,0.929539,568.614,3734.51,289.335
250,0.927376,660.961,3212.24,242.685
200,0.921355,799.652,2670.11,195.786
180,0.918439,874.935,2447.89,177.031
160,0.916652,964.751,2225.14,158.483
140,0.911948,1073.66,1999.24,139.946
120,0.907809,1244.87,1765.86,121.287
100,0.901506,1440.2,1530.51,102.706
90,0.897273,1561.82,1412.38,93.523
80,0.891629,1714.05,1291.74,84.2841
70,0.885326,1894.11,1170.63,75.1355
60,0.874319,2131.45,1043.31,65.8589
55,0.868298,2262.65,980.361,61.2822
50,0.86209,2425.67,917.098,56.7516
45,0.853153,2606.37,852.518,52.1646
40,0.843181,2839.04,787.067,47.5437
35,0.824461,3120.73,717.556,42.7121
30,0.809126,3459.81,650.47,38.1204
25,0.78589,3907.14,578.419,33.3876
20,0.754469,4526.23,505.186,28.6049
15,0.708844,5329.34,431,23.8485
10,0.64158,6715.49,352.071,18.9426
