1700,0.0142992,257571,2.09219,4.68485
1500,0.0142992,257447,2.09219,4.68485
1300,0.0142992,268841,2.09219,4.68485
1100,0.0142992,271380,2.09219,4.68485
1000,0.0142992,270827,2.09219,4.68485
900,0.0142992,271034,2.09219,4.68485
800,0.0142992,269045,2.09219,4.68485
700,0.0142992,268705,2.09219,4.68485
600,0.0142992,264625,2.09219,4.68485
500,0.0142992,253155,2.09219,4.68485
400,0.0142992,256453,2.09219,4.68485
300,0.0142992,256329,2.09219,4.68485
250,0.0142992,257571,2.09219,4.68485
200,0.0142992,256887,2.09219,4.68485
180,0.0142992,254610,2.09219,4.68485
160,0.0142992,254732,2.09219,4.68485
140,0.0142992,254549,2.09219,4.68485
120,0.0142992,265616,2.09125,4.65193
100,0.0142992,270896,2.08467,4.53716
90,0.0142992,275530,2.07902,4.47507
80,0.0142051,279221,2.06021,4.40828
70,0.0142051,284072,2.04139,4.33208
60,0.0142051,291872,1.99624,4.25118
55,0.0139229,287141,1.96613,4.19849
50,0.0139229,289093,1.94167,4.15428
45,0.0139229,291312,1.8984,4.09501
40,0.0139229,296843,1.85701,4.02916
35,0.0139229,302675,1.80433,3.93791
30,0.0138288,312462,1.73095,3.84666
25,0.0135466,317597,1.63311,3.7413
20,0.0132643,331358,1.52117,3.62747
15,0.0126999,345465,1.40828,3.52493
10,0.0111947,359484,1.22013,3.3857
