1700,0.83576,364.626,7094.83,1464.49
1500,0.83529,404.257,6498.3,1303.3
1300,0.8347,456.438,5869.29,1140.09
1100,0.832819,488.202,5203.14,973.997
1000,0.831039,487.016,4852.33,889.859
900,0.829799,615.958,4491.99,806.385
800,0.828159,685.164,4116.74,721.725
700,0.826399,768.537,3727.16,636.134
600,0.823239,871.612,3320.16,549.772
500,0.818209,1017.3,2890.89,462.406
400,0.809399,1229.46,2437.01,373.583
300,0.794759,1566.23,1953.41,283.864
250,0.782689,1824.68,1696.06,239.092
200,0.763689,2195.5,1425.38,193.456
180,0.754179,2384.45,1313.16,175.415
160,0.740219,2639.06,1196.91,156.971
140,0.725629,2945.33,1078.2,138.86
120,0.70458,3331.03,956.799,120.613
100,0.67862,3855.47,830.814,102.487
90,0.651161,4182.6,767.623,93.504
80,0.602707,4578.75,702.81,84.406
70,0.543293,5073.98,635.837,75.276
60,0.475123,5683.14,567.988,66.211
55,0.438598,6081.76,532.125,61.56
50,0.40176,6465.34,498.594,57.152
45,0.363172,6836.96,462.486,52.736
40,0.323118,7546.03,426.655,48.012
35,0.282432,8384.76,389.398,43.241
30,0.241671,9308.56,352.058,38.457
25,0.2008,10600.8,313.297,33.54
20,0.160969,12258.2,274.136,28.817
15,0.118571,14911.1,231.703,23.7
10,0.0770094,19146.1,186.362,18.07
