1700,0.905646,291.329,6248.63,1602.93
1500,0.903294,324.64,5684.39,1415.25
1300,0.900848,366.694,5093.27,1227.02
1100,0.897179,421.527,4478.14,1039.17
1000,0.895109,457.194,4157.75,945.31
900,0.89304,497.188,3828.29,851.589
800,0.889935,547.965,3491.16,757.876
700,0.885326,613.307,3139.35,664.105
600,0.879023,697.743,2775.28,570.17
500,0.871497,799.352,2398.01,476.631
400,0.863971,965.207,2003.56,383.071
300,0.849389,1218.43,1589.15,290.006
250,0.839041,1410.67,1374.67,243.827
200,0.82399,1688.81,1149.83,197.414
180,0.815429,1843.28,1056.36,178.698
160,0.805457,2006.23,963.051,160.423
140,0.795673,2235.27,868.038,141.889
120,0.782127,2550.14,769.15,123.421
100,0.766699,2934.63,669.187,105.242
90,0.755221,3196.9,617.207,95.8758
80,0.743839,3487.89,565.767,86.7319
70,0.729069,3850.91,512.097,77.4393
60,0.710348,4292.45,457.671,68.0743
55,0.698119,4575.02,430.811,63.5249
50,0.687206,4854.83,405.814,59.1562
45,0.67206,5225.85,377.69,54.5654
40,0.65889,5646.69,349.609,49.9784
35,0.640452,6167.08,321.108,45.3876
30,0.615052,6823.86,290.548,40.429
25,0.580056,7687.46,259.151,35.4318
20,0.542897,8823.26,227.914,30.4948
15,0.479586,10718.8,191.457,24.9304
10,0.379962,13973.2,149.156,18.6435
