1700,0.0735654,25469.6,40.9859,43.3405
1500,0.0735654,25506.3,40.9859,43.3405
1300,0.0735654,26247.5,40.9859,43.3405
1100,0.0735654,26267,40.9859,43.3405
1000,0.0735654,26338.6,40.9859,43.3405
900,0.0735654,26240.4,40.9859,43.3405
800,0.0735654,26190.6,40.9859,43.3405
700,0.0735654,26379.8,40.9859,43.3405
600,0.0735654,26427.6,40.9859,43.3405
500,0.0735654,25556.6,40.9831,43.1684
400,0.0734713,27043.5,40.4421,40.4882
300,0.073095,29357.3,38.4722,35.6463
250,0.0722483,31043.7,36.5136,32.5287
200,0.0710254,34380.1,33.6736,28.6726
180,0.070555,36575.7,32.0141,26.7103
160,0.0697084,38843.8,30.3659,24.7648
140,0.0688617,41946.2,28.2813,22.5626
120,0.0658514,46686.3,25.9831,20.2907
100,0.0633114,51367.6,23.5118,17.9981
90,0.0619003,54538.1,22.1533,16.8316
80,0.0605832,57825.4,20.81,15.7319
70,0.0582314,62280.6,19.2926,14.5202
60,0.0568203,67210.8,17.778,13.3057
55,0.0557855,70650.5,16.7056,12.5663
50,0.0547507,73727.8,15.8203,11.9087
45,0.0527751,78294.8,14.8881,11.2258
40,0.0504233,82898.5,13.8956,10.523
35,0.0476011,89463.7,12.8448,9.78833
30,0.044873,97300.4,11.6124,8.96707
25,0.0418626,105478,10.4958,8.21167
20,0.0400752,117187,9.21543,7.41486
15,0.0367827,131984,7.89558,6.6143
10,0.0313264,160842,6.23236,5.58796
