1700,0.180245,5591.48,195.344,197.724
1500,0.180245,5576.08,195.344,197.724
1300,0.180245,5739.38,195.344,197.724
1100,0.180245,5715.25,195.344,197.724
1000,0.180245,5755.48,195.317,196.931
900,0.180245,5831.86,194.642,192.115
800,0.180245,5960.87,192.734,184.552
700,0.180151,6246.34,188.712,173.827
600,0.179868,6700.38,181.094,157.865
500,0.178081,7206.15,168.722,137.999
400,0.175917,8280.63,151.409,115.683
300,0.171308,10067.7,128.187,90.4967
250,0.166698,11385.2,114.793,77.4694
200,0.161994,13258.7,99.6162,64.2455
180,0.158608,14376.1,92.5362,58.5889
160,0.156256,15463.2,85.7262,53.2832
140,0.152023,16893.1,78.7215,47.9784
120,0.147037,19048.1,71.0593,42.5334
100,0.140075,21486,63.1524,37.0254
90,0.137159,23031.1,59.0245,34.3086
80,0.131138,24997,54.032,31.2248
70,0.126905,27350.4,49.3255,28.2371
60,0.12286,30054.6,44.7008,25.4318
55,0.119567,31685.9,42.2267,23.9012
50,0.115052,33577.6,39.6359,22.3547
45,0.111759,35823.8,36.9247,20.7836
40,0.107432,38451.8,34.3405,19.2371
35,0.104986,41766.6,31.7723,17.7827
30,0.0983066,46312.1,28.4017,15.8702
25,0.0893696,52115.6,25.0254,14.0292
20,0.0817497,59322.7,21.8194,12.2474
15,0.0714016,70985.2,18.1712,10.3217
10,0.0558796,90576.3,14.0621,8.19849
