1700,0.931703,190.891,10281.5,1603.31
1500,0.930668,211.961,9303.03,1415.35
1300,0.929069,242.045,8290.78,1227.45
1100,0.92794,278.496,7237.77,1039.57
1000,0.927564,302.423,6697.67,945.575
900,0.925965,329.373,6144.3,851.672
800,0.924554,365.144,5578.04,757.756
700,0.922484,407.234,4999.32,664.119
600,0.91985,464.963,4401.98,570.315
500,0.916746,535.661,3784.26,476.611
400,0.912795,645.161,3146.55,383.04
300,0.905645,819.366,2480.21,289.37
250,0.899907,953.565,2138.27,242.811
200,0.888806,1144.74,1784.49,196.248
180,0.88542,1251.06,1639.13,177.667
160,0.879305,1374.92,1492.45,159.088
140,0.874507,1528.21,1342.56,140.502
120,0.864159,1759.82,1188.91,121.955
100,0.853529,2035.1,1033.04,103.635
90,0.844216,2206.79,953.255,94.4205
80,0.837254,2410.56,873.507,85.3293
70,0.824837,2669,792.113,76.0978
60,0.811007,2966.25,709.566,66.936
55,0.802259,3171.31,666.696,62.2512
50,0.792005,3385.24,624.086,57.699
45,0.782315,3636.89,582.336,53.2794
40,0.769333,3948.85,538.7,48.6341
35,0.750706,4326.77,493.816,43.9464
30,0.726153,4803.68,445.982,39.1373
25,0.698307,5380.32,399.353,34.4356
20,0.661806,6208.13,351.039,29.6181
15,0.612136,7333.31,300.456,24.8213
10,0.52173,9362.17,240.485,19.1722
